,총수익률,CAGR,연변동성,샤프,소르티노,MDD,칼마,승률,손익비,거래수,노출도
B_RangeFilter돌파,0.04835764960809841,0.003111237791565191,0.014868532382623851,0.21635512223766026,0.2283039421695589,-0.032025934939951206,0.09714744619942488,0.42857142857142855,1.1705165798784578,154.0,0.5032628556512659
A_추세정배열,0.03203085073979861,0.002076074619429713,0.014490892806014167,0.15036167478514295,0.14149992261881544,-0.04261847264752816,0.04871302255713577,0.4491525423728814,1.4653196730812463,118.0,0.4361785434612373
C_RQK+수급,0.012557648124934095,0.000821225198660569,0.014775889661878991,0.06293890794403552,0.08094735140650637,-0.055828679249064206,0.01470973717642325,0.35693215339233036,0.8480266694936742,678.0,0.604280866614461
