,총수익률,CAGR,연변동성,샤프,소르티노,MDD,칼마,승률,손익비,거래수,노출도
C_RQK+수급,0.8801115561699049,0.04240280381607486,0.04072034338818491,1.040261949596902,1.3131764480494887,-0.0545118008321831,0.7778646672600984,0.4670255720053836,1.213401822493134,743.0,0.5627773427303576
B_RangeFilter돌파,0.19960966283085657,0.012043506418129235,0.04256990120987712,0.30251208593934553,0.31028939153980334,-0.14975342712169226,0.08042224241280616,0.5170068027210885,1.259603621669156,147.0,0.5311929000261029
A_추세정배열,0.187929665498747,0.011392367740356901,0.0408074316580053,0.29799045633808036,0.2977427524439893,-0.12254903006685625,0.09296171282744409,0.4264705882352941,1.545133109082377,136.0,0.45210127903941527
